"path","netid","size","Database"
"/gfs71/users/w/t/wtharp","wtharp","14504","DAG1-DB058"
"/gfs62/users/e/w/ewhite14","ewhite14","12744","DAG1-DB058"
"/gfs73/users/n/f/nferren1","nferren1","12468","DAG1-DB058"
"/gfs73/users/w/q/wqian","wqian","11196","DAG1-DB058"
"/gfs71/users/m/e/mevans2","mevans2","10776","DAG1-DB058"
"/gfs62/users/d/c/dchabas","dchabas","9760","DAG1-DB058"
"/gfs73/users/n/c/ncardelf","ncardelf","9480","DAG1-DB058"
"/gfs70/users/r/b/rbriones","rbriones","8476","DAG1-DB058"
"/gfs70/users/s/k/skollmor","skollmor","8000","DAG1-DB058"
"/gfs73/users/m/a/makincai","makincai","7724","DAG1-DB058"
"/gfs63/users/j/s/jseisenb","jseisenb","6740","DAG1-DB058"
"/gfs70/users/t/h/thinsdal","thinsdal","6656","DAG1-DB058"
"/gfs62/users/c/l/clmclane","clmclane","5772","DAG1-DB058"
"/gfs63/users/k/c/kcarloma","kcarloma","5708","DAG1-DB058"
"/gfs60/users/c/b/cburdett","cburdett","5060","DAG1-DB058"
"/gfs61/users/a/a/aargyros","aargyros","4916","DAG1-DB058"
"/gfs70/users/s/s/sshane","sshane","4448","DAG1-DB058"
"/gfs63/users/j/p/jpleslie","jpleslie","4256","DAG1-DB058"
"/gfs63/users/p/b/pbrossea","pbrossea","3812","DAG1-DB058"
"/gfs63/users/j/h/jhschroe","jhschroe","3740","DAG1-DB058"
"/gfs72/users/a/b/abouza","abouza","3244","DAG1-DB058"
"/gfs63/users/k/b/kboutin","kboutin","3048","DAG1-DB058"
"/gfs63/users/j/g/jgoodwin","jgoodwin","2984","DAG1-DB058"
"/gfs61/users/f/m/fmabawid","fmabawid","2828","DAG1-DB058"
"/gfs63/users/m/n/mnewell1","mnewell1","2524","DAG1-DB058"
"/gfs73/users/n/c/nchornya","nchornya","2416","DAG1-DB058"
"/gfs71/users/m/j/mjgreene","mjgreene","2288","DAG1-DB058"
"/gfs62/users/d/d/ddesaute","ddesaute","2116","DAG1-DB058"
"/gfs62/users/b/j/bjmcclel","bjmcclel","2012","DAG1-DB058"
"/gfs70/users/v/m/vmagaria","vmagaria","1864","DAG1-DB058"
"/gfs73/users/m/a/mashea","mashea","1748","DAG1-DB058"
"/gfs72/users/a/n/anahatis","anahatis","1652","DAG1-DB058"
"/gfs70/users/q/l/qlonsway","qlonsway","1516","DAG1-DB058"
"/gfs70/users/p/s/psycugrd","psycugrd","1452","DAG1-DB058"
"/gfs62/users/d/s/dsabio","dsabio","1332","DAG1-DB058"
"/gfs70/users/s/m/smsipa","smsipa","1272","DAG1-DB058"
"/gfs70/users/r/s/rstamand","rstamand","1144","DAG1-DB058"
"/gfs60/users/c/w/cwhite10","cwhite10","1108","DAG1-DB058"
"/gfs62/users/c/n/cnataro","cnataro","976","DAG1-DB058"
"/gfs72/users/a/t/athall","athall","916","DAG1-DB058"
"/gfs60/users/a/j/ajpitts","ajpitts","852","DAG1-DB058"
"/gfs70/users/z/v/zvanvlaa","zvanvlaa","784","DAG1-DB058"
"/gfs71/users/l/p/lparry","lparry","724","DAG1-DB058"
"/gfs63/users/l/a/lastgela","lastgela","664","DAG1-DB058"
"/gfs61/users/d/l/dluzim","dluzim","612","DAG1-DB058"
"/gfs71/users/z/p/zpittel","zpittel","568","DAG1-DB058"
"/gfs62/users/d/a/daparker","daparker","536","DAG1-DB058"
"/gfs63/users/m/s/msermoni","msermoni","496","DAG1-DB058"
"/gfs73/users/n/c/nconnoll","nconnoll","476","DAG1-DB058"
"/gfs63/users/j/h/jhershbe","jhershbe","448","DAG1-DB058"
"/gfs61/users/g/g/ggierach","ggierach","416","DAG1-DB058"
"/gfs73/users/n/g/ngravel","ngravel","396","DAG1-DB058"
"/gfs72/users/a/s/asummerl","asummerl","364","DAG1-DB058"
"/gfs70/users/v/i/viacuvm","viacuvm","360","DAG1-DB058"
"/gfs63/users/j/v/jvarvari","jvarvari","316","DAG1-DB058"
"/gfs63/users/j/v/jvanhove","jvanhove","304","DAG1-DB058"
"/gfs61/users/e/m/emassey1","emassey1","284","DAG1-DB058"
"/gfs62/users/e/a/eandrad1","eandrad1","268","DAG1-DB058"
"/gfs61/users/c/e/celliot3","celliot3","252","DAG1-DB058"
"/gfs63/users/k/m/kmatthe1","kmatthe1","244","DAG1-DB058"
"/gfs71/users/s/u/susilton","susilton","224","DAG1-DB058"
"/gfs62/users/h/p/hpnwsltr","hpnwsltr","220","DAG1-DB058"
"/gfs72/users/a/l/almiles","almiles","204","DAG1-DB058"
"/gfs70/users/r/d/rdillon1","rdillon1","200","DAG1-DB058"
"/gfs72/users/a/t/attoro","attoro","192","DAG1-DB058"
"/gfs70/users/9/6/96krenfr","96krenfr","184","DAG1-DB058"
"/gfs70/users/r/p/rpaquet1","rpaquet1","172","DAG1-DB058"
"/gfs61/users/a/a/aamaddox","aamaddox","168","DAG1-DB058"
"/gfs70/users/v/g/vgnotrch","vgnotrch","160","DAG1-DB058"
"/gfs63/users/l/m/lmetzke","lmetzke","152","DAG1-DB058"
"/gfs60/users/h/b/hbloomha","hbloomha","148","DAG1-DB058"
"/gfs70/users/r/m/rmillne1","rmillne1","140","DAG1-DB058"
"/gfs72/users/a/s/aschalle","aschalle","136","DAG1-DB058"
"/gfs61/users/a/a/aafoley","aafoley","128","DAG1-DB058"
"/gfs63/users/k/o/kobrie24","kobrie24","128","DAG1-DB058"
"/gfs71/users/s/v/svaline","svaline","116","DAG1-DB058"
"/gfs71/users/m/i/midleduc","midleduc","116","DAG1-DB058"
"/gfs70/users/p/r/prfalert","prfalert","108","DAG1-DB058"
"/gfs62/users/0/3/03cladd","03cladd","104","DAG1-DB058"
"/gfs61/users/c/m/cmontelo","cmontelo","104","DAG1-DB058"
"/gfs62/users/c/d/cdiscan","cdiscan","100","DAG1-DB058"
"/gfs71/users/m/m/mmarti28","mmarti28","96","DAG1-DB058"
"/gfs60/users/j/o/jobecny","jobecny","92","DAG1-DB058"
"/gfs62/users/e/e/eerskine","eerskine","88","DAG1-DB058"
"/gfs62/users/e/a/eakenney","eakenney","84","DAG1-DB058"
"/gfs71/users/m/k/mkirschn","mkirschn","80","DAG1-DB058"
"/gfs71/users/m/l/mleczins","mleczins","80","DAG1-DB058"
"/gfs71/users/m/f/mfrace","mfrace","80","DAG1-DB058"
"/gfs70/users/r/s/rsenrdtf","rsenrdtf","80","DAG1-DB058"
"/gfs63/users/m/s/msillman","msillman","80","DAG1-DB058"
"/gfs73/users/m/b/mbonfort","mbonfort","80","DAG1-DB058"
"/gfs63/users/k/b/kbalzer","kbalzer","76","DAG1-DB058"
"/gfs70/users/n/v/nvdesai","nvdesai","72","DAG1-DB058"
"/gfs61/users/e/k/ekahn4","ekahn4","68","DAG1-DB058"
"/gfs71/users/n/p/npanth","npanth","64","DAG1-DB058"
"/gfs62/users/0/2/02nkamma","02nkamma","64","DAG1-DB058"
"/gfs73/users/w/c/wclavell","wclavell","56","DAG1-DB058"
"/gfs71/users/m/t/mtbennet","mtbennet","48","DAG1-DB058"
"/gfs72/users/a/l/alalejin","alalejin","48","DAG1-DB058"
"/gfs62/users/e/s/esteven","esteven","44","DAG1-DB058"
"/gfs63/users/l/i/litblock","litblock","40","DAG1-DB058"
"/gfs60/users/a/w/awaheed1","awaheed1","36","DAG1-DB058"
"/gfs70/users/r/d/rdombek","rdombek","32","DAG1-DB058"
"/gfs70/users/t/j/tjohns10","tjohns10","32","DAG1-DB058"
"/gfs72/users/a/s/aschnei7","aschnei7","24","DAG1-DB058"
"/gfs72/users/a/k/akelly10","akelly10","24","DAG1-DB058"
"/gfs62/users/c/f/cfbreton","cfbreton","24","DAG1-DB058"
"/gfs73/users/n/f/nfinkhou","nfinkhou","24","DAG1-DB058"
"/gfs60/users/a/j/ajuarez","ajuarez","24","DAG1-DB058"
"/gfs60/users/c/c/cchallac","cchallac","24","DAG1-DB058"
"/gfs60/users/c/c/cciantra","cciantra","24","DAG1-DB058"
"/gfs61/users/c/s/csuliver","csuliver","24","DAG1-DB058"
"/gfs61/users/g/g/ggoodeno","ggoodeno","24","DAG1-DB058"
"/gfs73/users/n/g/ngiacobb","ngiacobb","24","DAG1-DB058"
"/gfs61/users/g/d/gdu","gdu","24","DAG1-DB058"
"/gfs60/users/j/d/jdecunzo","jdecunzo","24","DAG1-DB058"
"/gfs72/users/a/p/apexton","apexton","24","DAG1-DB058"
"/gfs72/users/a/l/aldemers","aldemers","24","DAG1-DB058"
"/gfs61/users/e/m/emmiles","emmiles","24","DAG1-DB058"
"/gfs61/users/e/m/emarti20","emarti20","24","DAG1-DB058"
"/gfs61/users/e/j/ejhogan","ejhogan","24","DAG1-DB058"
"/gfs60/users/a/r/aryan11","aryan11","24","DAG1-DB058"
"/gfs73/users/n/e/negibson","negibson","24","DAG1-DB058"
"/gfs72/users/a/z/azampite","azampite","24","DAG1-DB058"
"/gfs62/users/g/m/gmbennet","gmbennet","24","DAG1-DB058"
"/gfs72/users/a/l/alanda","alanda","24","DAG1-DB058"
"/gfs62/users/g/a/gayoub","gayoub","24","DAG1-DB058"
"/gfs63/users/j/l/jlibresc","jlibresc","24","DAG1-DB058"
"/gfs70/users/x/w/xwang22","xwang22","24","DAG1-DB058"
"/gfs70/users/t/m/tmduncan","tmduncan","24","DAG1-DB058"
"/gfs70/users/p/w/pwinn","pwinn","24","DAG1-DB058"
"/gfs63/users/l/c/lcatinel","lcatinel","24","DAG1-DB058"
"/gfs71/users/s/n/snflanag","snflanag","24","DAG1-DB058"
"/gfs71/users/w/s/wschantz","wschantz","24","DAG1-DB058"
"/gfs70/users/q/s/qshields","qshields","24","DAG1-DB058"
"/gfs63/users/j/p/jphogat","jphogat","24","DAG1-DB058"
"/gfs71/users/k/w/kweekesp","kweekesp","24","DAG1-DB058"
"/gfs70/users/s/k/skatikan","skatikan","24","DAG1-DB058"
"/gfs70/users/z/b/zbaroudi","zbaroudi","24","DAG1-DB058"
"/gfs70/users/s/b/sbizzott","sbizzott","24","DAG1-DB058"
"/gfs70/users/s/f/sfortezz","sfortezz","24","DAG1-DB058"
"/gfs70/users/s/z/szoretic","szoretic","24","DAG1-DB058"
"/gfs70/users/r/f/rfife","rfife","24","DAG1-DB058"
"/gfs63/users/l/l/llecompt","llecompt","24","DAG1-DB058"
"/gfs64/users/y/l/yliu31","yliu31","24","DAG1-DB058"
"/gfs70/users/r/s/rsaidenb","rsaidenb","24","DAG1-DB058"
"/gfs70/users/v/m/vmacera","vmacera","24","DAG1-DB058"
"/gfs62/users/d/w/dwagner2","dwagner2","24","DAG1-DB058"
"/gfs72/users/s/j/sjtyler","sjtyler","24","DAG1-DB058"
"/gfs71/users/m/d/mdelgros","mdelgros","24","DAG1-DB058"
"/gfs62/users/d/a/daltamar","daltamar","24","DAG1-DB058"
"/gfs72/users/h/a/halmeida","halmeida","24","DAG1-DB058"
"/gfs62/users/b/a/bagoldma","bagoldma","24","DAG1-DB058"
"/gfs72/users/d/b/dbogdan","dbogdan","24","DAG1-DB058"
"/gfs62/users/h/l/hli9","hli9","24","DAG1-DB058"
"/gfs62/users/f/a/fadamowi","fadamowi","24","DAG1-DB058"
"/gfs63/users/k/o/kodonogh","kodonogh","24","DAG1-DB058"
"/gfs71/users/n/p/npatel7","npatel7","24","DAG1-DB058"
"/gfs63/users/k/g/kgbailey","kgbailey","24","DAG1-DB058"
"/gfs63/users/k/m/kmckay1","kmckay1","24","DAG1-DB058"
"/gfs63/users/k/h/khkenyon","khkenyon","24","DAG1-DB058"
"/gfs71/users/m/t/mtmorris","mtmorris","24","DAG1-DB058"
"/gfs62/users/e/c/ecrandel","ecrandel","24","DAG1-DB058"
"/gfs62/users/e/c/ecarella","ecarella","24","DAG1-DB058"
"/gfs62/users/e/a/eapalumb","eapalumb","24","DAG1-DB058"
"/gfs62/users/e/l/elnorris","elnorris","24","DAG1-DB058"
"/gfs70/users/s/s/ssigmon","ssigmon","17999476","DAG1-DB059"
"/gfs62/users/d/t/dtardell","dtardell","8196876","DAG1-DB059"
"/gfs62/users/f/d/fdabertr","fdabertr","6388276","DAG1-DB059"
"/gfs63/users/j/m/jmontany","jmontany","5078388","DAG1-DB059"
"/gfs62/users/b/r/brflemin","brflemin","4146544","DAG1-DB059"
"/gfs62/users/e/e/eecummin","eecummin","3450688","DAG1-DB059"
"/gfs73/users/m/b/mbyanus","mbyanus","2929360","DAG1-DB059"
"/gfs71/users/r/c/rcurtis","rcurtis","2460268","DAG1-DB059"
"/gfs71/users/m/m/mmulliga","mmulliga","2096836","DAG1-DB059"
"/gfs73/users/m/a/mawright","mawright","1794432","DAG1-DB059"
"/gfs60/users/n/j/njhayden","njhayden","1562416","DAG1-DB059"
"/gfs72/users/a/d/adeyo","adeyo","1398072","DAG1-DB059"
"/gfs71/users/n/m/nmartin3","nmartin3","1199760","DAG1-DB059"
"/gfs71/users/p/l/plynn","plynn","1056220","DAG1-DB059"
"/gfs62/users/i/j/ijdavis","ijdavis","926736","DAG1-DB059"
"/gfs62/users/b/m/bmartin2","bmartin2","827340","DAG1-DB059"
"/gfs62/users/c/d/cdhayes","cdhayes","744304","DAG1-DB059"
"/gfs61/users/e/p/eparry","eparry","671880","DAG1-DB059"
"/gfs63/users/j/m/jmoltz","jmoltz","605416","DAG1-DB059"
"/gfs70/users/p/r/preskool","preskool","556840","DAG1-DB059"
"/gfs63/users/j/m/jmonaco","jmonaco","511580","DAG1-DB059"
"/gfs62/users/d/c/dclaibor","dclaibor","470872","DAG1-DB059"
"/gfs73/users/w/w/wwargo","wwargo","433280","DAG1-DB059"
"/gfs71/users/n/s/nsee","nsee","402564","DAG1-DB059"
"/gfs63/users/j/r/jrmassey","jrmassey","372284","DAG1-DB059"
"/gfs70/users/s/m/smcgowan","smcgowan","345680","DAG1-DB059"
"/gfs63/users/j/g/jgenest","jgenest","322652","DAG1-DB059"
"/gfs73/users/t/f/tforbes","tforbes","301616","DAG1-DB059"
"/gfs71/users/m/f/mfraser","mfraser","281272","DAG1-DB059"
"/gfs71/users/r/c/rcwolbac","rcwolbac","264332","DAG1-DB059"
"/gfs70/users/r/b/rbranda","rbranda","246300","DAG1-DB059"
"/gfs62/users/g/v/gvirtue","gvirtue","230412","DAG1-DB059"
"/gfs60/users/a/v/avanlaer","avanlaer","217628","DAG1-DB059"
"/gfs63/users/j/r/jroman","jroman","205908","DAG1-DB059"
"/gfs62/users/j/i/jigardne","jigardne","194232","DAG1-DB059"
"/gfs63/users/m/z/mziegle1","mziegle1","183300","DAG1-DB059"
"/gfs63/users/j/p/jprinton","jprinton","172604","DAG1-DB059"
"/gfs61/users/c/m/cmirto","cmirto","163492","DAG1-DB059"
"/gfs63/users/l/b/lbeaulie","lbeaulie","155796","DAG1-DB059"
"/gfs71/users/l/p/lpolya","lpolya","148072","DAG1-DB059"
"/gfs70/users/r/l/rlscott","rlscott","141228","DAG1-DB059"
"/gfs62/users/b/m/bmfay","bmfay","133248","DAG1-DB059"
"/gfs60/users/c/w/cwhite17","cwhite17","126760","DAG1-DB059"
"/gfs61/users/c/s/csherida","csherida","120696","DAG1-DB059"
"/gfs62/users/j/i/jiestey","jiestey","114092","DAG1-DB059"
"/gfs70/users/o/k/okane","okane","108380","DAG1-DB059"
"/gfs63/users/l/j/ljbernar","ljbernar","104060","DAG1-DB059"
"/gfs72/users/a/c/aclead","aclead","99112","DAG1-DB059"
"/gfs71/users/s/p/spcombs","spcombs","93868","DAG1-DB059"
"/gfs72/users/h/g/hgeng","hgeng","89184","DAG1-DB059"
"/gfs62/users/h/l/hlarose","hlarose","84876","DAG1-DB059"
"/gfs71/users/n/r/nrex","nrex","80784","DAG1-DB059"
"/gfs72/users/a/h/aheaney","aheaney","76884","DAG1-DB059"
"/gfs61/users/f/r/frisbee","frisbee","72988","DAG1-DB059"
"/gfs63/users/k/h/khoward3","khoward3","69556","DAG1-DB059"
"/gfs70/users/s/r/srobins8","srobins8","65876","DAG1-DB059"
"/gfs63/users/j/s/jsphilli","jsphilli","62760","DAG1-DB059"
"/gfs72/users/a/m/amentzer","amentzer","59552","DAG1-DB059"
"/gfs62/users/b/m/bmilano","bmilano","56844","DAG1-DB059"
"/gfs70/users/r/d/rdjordan","rdjordan","53968","DAG1-DB059"
"/gfs71/users/m/m/mmorgan3","mmorgan3","51188","DAG1-DB059"
"/gfs60/users/c/i/ciral","ciral","48432","DAG1-DB059"
"/gfs62/users/i/m/imackay","imackay","46104","DAG1-DB059"
"/gfs71/users/n/w/nwan","nwan","43968","DAG1-DB059"
"/gfs70/users/s/a/samendol","samendol","41676","DAG1-DB059"
"/gfs63/users/j/m/jmcastan","jmcastan","39548","DAG1-DB059"
"/gfs72/users/a/l/alynch2","alynch2","37532","DAG1-DB059"
"/gfs72/users/a/b/abrown24","abrown24","35360","DAG1-DB059"
"/gfs73/users/j/c/jcares","jcares","33632","DAG1-DB059"
"/gfs62/users/b/b/bbarker","bbarker","31796","DAG1-DB059"
"/gfs70/users/q/c/qcao1","qcao1","30040","DAG1-DB059"
"/gfs60/users/g/n/gneidig","gneidig","28508","DAG1-DB059"
"/gfs63/users/j/m/jmatsumu","jmatsumu","26948","DAG1-DB059"
"/gfs62/users/c/l/clpelkey","clpelkey","25396","DAG1-DB059"
"/gfs70/users/r/b/rbarracl","rbarracl","24268","DAG1-DB059"
"/gfs70/users/s/l/slshapir","slshapir","22976","DAG1-DB059"
"/gfs62/users/b/d/bdirocco","bdirocco","21516","DAG1-DB059"
"/gfs73/users/n/b/nborysyk","nborysyk","20108","DAG1-DB059"
"/gfs62/users/c/d/cdupont1","cdupont1","18860","DAG1-DB059"
"/gfs62/users/e/s/eschmid1","eschmid1","17684","DAG1-DB059"
"/gfs62/users/b/r/bribbans","bribbans","16008","DAG1-DB059"
"/gfs71/users/s/n/snbarth","snbarth","15332","DAG1-DB059"
"/gfs60/users/c/w/cwilli31","cwilli31","13804","DAG1-DB059"
"/gfs63/users/l/f/lforsyth","lforsyth","13332","DAG1-DB059"
"/gfs70/users/s/g/sgenest","sgenest","12124","DAG1-DB059"
"/gfs63/users/l/b/lband","lband","11520","DAG1-DB059"
"/gfs60/users/k/r/krossini","krossini","10452","DAG1-DB059"
"/gfs62/users/g/h/ghazebro","ghazebro","10056","DAG1-DB059"
"/gfs62/users/e/f/eforden","eforden","9168","DAG1-DB059"
"/gfs70/users/p/b/pbonson","pbonson","8820","DAG1-DB059"
"/gfs63/users/p/b/pbessett","pbessett","7924","DAG1-DB059"
"/gfs62/users/d/e/deburns","deburns","7656","DAG1-DB059"
"/gfs61/users/e/m/emosley","emosley","6824","DAG1-DB059"
"/gfs63/users/k/f/kfawcett","kfawcett","6464","DAG1-DB059"
"/gfs62/users/j/e/jeleabma","jeleabma","5960","DAG1-DB059"
"/gfs72/users/a/p/aparshal","aparshal","5512","DAG1-DB059"
"/gfs71/users/s/o/sontiver","sontiver","5196","DAG1-DB059"
"/gfs62/users/e/s/esemmelr","esemmelr","5028","DAG1-DB059"
"/gfs72/users/a/t/athodgdo","athodgdo","4360","DAG1-DB059"
"/gfs72/users/a/c/acpierce","acpierce","4176","DAG1-DB059"
"/gfs71/users/m/e/meputnam","meputnam","3888","DAG1-DB059"
"/gfs60/users/h/o/howelab","howelab","3676","DAG1-DB059"
"/gfs73/users/t/c/tcoronad","tcoronad","3288","DAG1-DB059"
"/gfs70/users/v/b/vbissone","vbissone","3152","DAG1-DB059"
"/gfs70/users/p/b/pbloch","pbloch","2916","DAG1-DB059"
"/gfs63/users/k/j/kjhanley","kjhanley","2732","DAG1-DB059"
"/gfs62/users/e/s/estampfl","estampfl","2600","DAG1-DB059"
"/gfs63/users/l/a/labramso","labramso","2400","DAG1-DB059"
"/gfs70/users/r/l/rlangdon","rlangdon","2304","DAG1-DB059"
"/gfs71/users/r/a/ratherto","ratherto","2080","DAG1-DB059"
"/gfs71/users/r/w/rweinber","rweinber","2052","DAG1-DB059"
"/gfs62/users/d/w/dwclarke","dwclarke","1824","DAG1-DB059"
"/gfs70/users/p/r/prosenau","prosenau","1800","DAG1-DB059"
"/gfs61/users/a/a/aalshans","aalshans","1596","DAG1-DB059"
"/gfs62/users/h/d/hdavis5","hdavis5","1584","DAG1-DB059"
"/gfs70/users/p/r/prnu112","prnu112","1396","DAG1-DB059"
"/gfs73/users/t/b/tbrenna2","tbrenna2","1388","DAG1-DB059"
"/gfs70/users/r/d/rdigiaim","rdigiaim","1208","DAG1-DB059"
"/gfs61/users/c/s/cschnitz","cschnitz","1192","DAG1-DB059"
"/gfs60/users/n/k/nkabani","nkabani","1048","DAG1-DB059"
"/gfs71/users/s/w/swhite2","swhite2","1024","DAG1-DB059"
"/gfs62/users/e/g/egeiger","egeiger","904","DAG1-DB059"
"/gfs73/users/j/c/jcraighe","jcraighe","864","DAG1-DB059"
"/gfs73/users/j/c/jcoppage","jcoppage","768","DAG1-DB059"
"/gfs62/users/g/a/gabailey","gabailey","744","DAG1-DB059"
"/gfs72/users/d/m/dmillar","dmillar","644","DAG1-DB059"
"/gfs70/users/s/r/sringwal","sringwal","632","DAG1-DB059"
"/gfs63/users/l/v/lvthibau","lvthibau","552","DAG1-DB059"
"/gfs62/users/b/s/bsadsac1","bsadsac1","548","DAG1-DB059"
"/gfs73/users/j/b/jbhess","jbhess","488","DAG1-DB059"
"/gfs73/users/w/e/wezequel","wezequel","484","DAG1-DB059"
"/gfs63/users/m/o/moosterm","moosterm","436","DAG1-DB059"
"/gfs60/users/c/c/ccarpen3","ccarpen3","432","DAG1-DB059"
"/gfs71/users/r/c/rcorbier","rcorbier","380","DAG1-DB059"
"/gfs73/users/n/e/neighbor","neighbor","380","DAG1-DB059"
"/gfs72/users/a/s/asteve17","asteve17","340","DAG1-DB059"
"/gfs71/users/n/t/ntrnpnr","ntrnpnr","332","DAG1-DB059"
"/gfs73/users/n/b/nbbrady","nbbrady","300","DAG1-DB059"
"/gfs72/users/c/h/cholway","cholway","284","DAG1-DB059"
"/gfs60/users/a/w/awaller1","awaller1","268","DAG1-DB059"
"/gfs62/users/c/p/cplink","cplink","252","DAG1-DB059"
"/gfs61/users/c/e/ce06","ce06","244","DAG1-DB059"
"/gfs63/users/m/n/mnepal1","mnepal1","224","DAG1-DB059"
"/gfs61/users/e/m/emcclatc","emcclatc","220","DAG1-DB059"
"/gfs62/users/g/h/ghorelic","ghorelic","204","DAG1-DB059"
"/gfs63/users/l/d/ldriscol","ldriscol","200","DAG1-DB059"
"/gfs70/users/p/b/pbennett","pbennett","192","DAG1-DB059"
"/gfs63/users/k/l/klhinkle","klhinkle","184","DAG1-DB059"
"/gfs73/users/n/f/nfs","nfs","172","DAG1-DB059"
"/gfs70/users/s/l/sleonar4","sleonar4","168","DAG1-DB059"
"/gfs61/users/a/a/aambros1","aambros1","160","DAG1-DB059"
"/gfs63/users/m/v/mvporter","mvporter","152","DAG1-DB059"
"/gfs72/users/r/k/rkaplan5","rkaplan5","148","DAG1-DB059"
"/gfs63/users/m/s/mshultes","mshultes","140","DAG1-DB059"
"/gfs63/users/l/g/lgendrea","lgendrea","136","DAG1-DB059"
"/gfs62/users/0/2/02ririza","02ririza","128","DAG1-DB059"
"/gfs70/users/r/s/rsamueli","rsamueli","128","DAG1-DB059"
"/gfs62/users/d/b/dbmeyers","dbmeyers","116","DAG1-DB059"
"/gfs62/users/b/c/bcross1","bcross1","116","DAG1-DB059"
"/gfs62/users/b/r/brberry","brberry","108","DAG1-DB059"
"/gfs62/users/0/3/03lbecer","03lbecer","104","DAG1-DB059"
"/gfs63/users/j/l/jlandrum","jlandrum","104","DAG1-DB059"
"/gfs62/users/e/q/equine","equine","100","DAG1-DB059"
"/gfs70/users/s/k/sklindne","sklindne","96","DAG1-DB059"
"/gfs71/users/m/e/mevering","mevering","92","DAG1-DB059"
"/gfs60/users/c/u/cuplstdy","cuplstdy","88","DAG1-DB059"
"/gfs70/users/s/g/sgartner","sgartner","84","DAG1-DB059"
"/gfs71/users/m/k/mknetter","mknetter","80","DAG1-DB059"
"/gfs71/users/m/l/mlcarter","mlcarter","80","DAG1-DB059"
"/gfs71/users/m/f/mfair","mfair","80","DAG1-DB059"
"/gfs73/users/m/b/mbrautig","mbrautig","80","DAG1-DB059"
"/gfs73/users/m/c/mcirillo","mcirillo","80","DAG1-DB059"
"/gfs73/users/m/a/mapati","mapati","80","DAG1-DB059"
"/gfs70/users/q/o/qoliver","qoliver","76","DAG1-DB059"
"/gfs72/users/p/a/paver","paver","72","DAG1-DB059"
"/gfs62/users/0/1/01wkelle","01wkelle","68","DAG1-DB059"
"/gfs62/users/d/a/datatkt","datatkt","64","DAG1-DB059"
"/gfs61/users/e/p/epotest","epotest","64","DAG1-DB059"
"/gfs73/users/n/b/nblanch1","nblanch1","56","DAG1-DB059"
"/gfs63/users/l/s/lsperry","lsperry","48","DAG1-DB059"
"/gfs70/users/t/k/tkepes","tkepes","48","DAG1-DB059"
"/gfs73/users/j/b/jbutler3","jbutler3","44","DAG1-DB059"
"/gfs61/users/c/m/cmckibbe","cmckibbe","40","DAG1-DB059"
"/gfs63/users/j/g/jgreene2","jgreene2","36","DAG1-DB059"
"/gfs70/users/r/d/rdollive","rdollive","32","DAG1-DB059"
"/gfs71/users/s/p/sparkins","sparkins","32","DAG1-DB059"
"/gfs60/users/a/j/ajbourci","ajbourci","24","DAG1-DB059"
"/gfs72/users/a/k/akulka","akulka","24","DAG1-DB059"
"/gfs62/users/c/r/crao","crao","24","DAG1-DB059"
"/gfs60/users/k/z/kzhou1","kzhou1","24","DAG1-DB059"
"/gfs60/users/a/j/ajarthur","ajarthur","24","DAG1-DB059"
"/gfs72/users/a/g/agerwing","agerwing","24","DAG1-DB059"
"/gfs61/users/c/g/cgarciam","cgarciam","24","DAG1-DB059"
"/gfs73/users/w/h/whupp","whupp","24","DAG1-DB059"
"/gfs73/users/n/g/ngrollin","ngrollin","24","DAG1-DB059"
"/gfs62/users/c/d/cdrewmor","cdrewmor","24","DAG1-DB059"
"/gfs61/users/c/m/cmarsha3","cmarsha3","24","DAG1-DB059"
"/gfs72/users/a/p/apozsony","apozsony","24","DAG1-DB059"
"/gfs60/users/j/d/jdcobb","jdcobb","24","DAG1-DB059"
"/gfs62/users/g/h/ghullebe","ghullebe","24","DAG1-DB059"
"/gfs73/users/j/b/jbrook12","jbrook12","24","DAG1-DB059"
"/gfs72/users/a/h/ahoen","ahoen","24","DAG1-DB059"
"/gfs73/users/j/b/jbolins","jbolins","24","DAG1-DB059"
"/gfs61/users/a/a/aabruns","aabruns","24","DAG1-DB059"
"/gfs61/users/a/a/aaltayeb","aaltayeb","24","DAG1-DB059"
"/gfs72/users/a/z/azamanza","azamanza","24","DAG1-DB059"
"/gfs72/users/a/b/abert","abert","24","DAG1-DB059"
"/gfs72/users/a/f/afelsent","afelsent","24","DAG1-DB059"
"/gfs73/users/j/c/jclevela","jclevela","24","DAG1-DB059"
"/gfs70/users/t/l/tle3","tle3","24","DAG1-DB059"
"/gfs70/users/x/s/xshen1","xshen1","24","DAG1-DB059"
"/gfs70/users/t/m/tmuench","tmuench","24","DAG1-DB059"
"/gfs70/users/p/w/pwillia4","pwillia4","24","DAG1-DB059"
"/gfs63/users/l/c/lconvert","lconvert","24","DAG1-DB059"
"/gfs71/users/s/n/snuckel","snuckel","24","DAG1-DB059"
"/gfs63/users/k/a/kadam1","kadam1","24","DAG1-DB059"
"/gfs63/users/j/n/jnordens","jnordens","24","DAG1-DB059"
"/gfs63/users/j/p/jpfernan","jpfernan","24","DAG1-DB059"
"/gfs63/users/j/r/jrubin5","jrubin5","24","DAG1-DB059"
"/gfs70/users/s/k/sklearma","sklearma","24","DAG1-DB059"
"/gfs70/users/o/p/opagano","opagano","24","DAG1-DB059"
